applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,debt_to_income_ratio,collateral_value,repayment_history,default_flag
APP_00343,Trading,19,1993551,20067,448930,516,3,0.78,469394,Poor,1
APP_00344,Trading,13,30305100,502362,10271279,641,4,0.55,8434385,Good,0
APP_00345,Services,23,44305245,507472,18683041,636,2,0.4,24873997,Average,0
APP_00346,Tech,28,7464705,110279,3949213,610,0,0.56,3657251,Good,0
APP_00347,Trading,20,18183666,245551,11734863,605,3,0.41,7729506,Good,0
APP_00348,Services,21,37770361,594608,20671116,602,1,0.35,18913476,Average,0
APP_00349,Manufacturing,8,26361356,266889,11992057,651,0,0.57,7598773,Good,0
APP_00350,Trading,17,27648671,356977,14375949,740,2,0.85,16336458,Good,0
APP_00351,Tech,21,31170201,332081,18478488,711,3,0.72,23058170,Good,1
APP_00352,Retail,22,10921317,128802,8006182,702,4,0.6,10873359,Average,0
APP_00353,Services,24,8462366,134055,6750383,683,2,0.75,8146617,Poor,1
APP_00354,Tech,12,19711354,296765,14089951,681,4,0.47,15092624,Good,0
APP_00355,Manufacturing,3,29709587,468349,21079171,630,3,0.62,15430336,Good,0
APP_00356,Trading,17,33519807,316383,16993919,646,1,0.55,19111600,Average,0
APP_00357,Services,25,29827427,494806,19508273,826,2,0.56,20863795,Average,0
APP_00358,Trading,23,39807803,506779,13016416,600,2,0.45,12940239,Average,0
APP_00359,Tech,6,17696045,155334,8367727,768,1,0.19,11924405,Average,0
APP_00360,Manufacturing,27,41885470,689102,10131273,767,2,0.7,13274587,Good,0
APP_00361,Trading,15,40194428,652738,9500473,632,3,0.87,9841873,Good,0
APP_00362,Retail,13,27879521,365362,10209690,523,3,0.16,12665781,Good,0
APP_00363,Tech,8,17798460,211109,4462772,743,2,0.27,6082744,Average,0
APP_00364,Retail,23,23132535,363293,6364508,676,2,0.12,8893546,Average,0
APP_00365,Manufacturing,8,14558702,224129,3456766,598,3,0.75,4675439,Poor,0
APP_00366,Services,2,37157073,438520,11179481,630,2,0.48,8592126,Good,0
APP_00367,Retail,20,19083426,315719,5717644,608,4,0.29,3600280,Good,0
APP_00368,Tech,29,24569132,217552,8017010,601,3,0.22,6755494,Average,0
APP_00369,Trading,23,15749418,205189,10745559,673,2,0.1,7245122,Average,0
APP_00370,Trading,25,43895177,468917,18360728,543,4,0.38,19228043,Poor,1
APP_00371,Trading,15,29588574,277727,15904838,651,4,0.69,15786650,Good,0
APP_00372,Tech,7,33299480,516084,14787728,614,3,0.43,14992548,Poor,0
APP_00373,Manufacturing,17,16033284,201771,10289261,759,3,0.88,14737542,Average,0
APP_00374,Tech,21,45643490,463551,14135910,653,1,0.82,15603938,Good,0
APP_00375,Manufacturing,6,12519231,187551,5263515,661,4,0.74,3553520,Average,0
APP_00376,Retail,26,27678579,288242,9907503,565,4,0.6,10901041,Good,0
APP_00377,Manufacturing,22,22827776,295683,7298112,550,2,0.13,5776170,Good,0
APP_00378,Services,13,28139012,343835,18468910,571,1,0.71,18707568,Average,1
APP_00379,Trading,29,21961229,334460,6641625,664,3,0.64,6431285,Average,0
APP_00380,Tech,1,40151128,481204,28246649,436,0,0.74,35413786,Good,1
APP_00381,Tech,1,33811980,313209,19103488,568,0,0.59,13369409,Good,0
APP_00382,Services,17,33384192,344116,20245371,595,4,0.77,28897335,Good,0
APP_00383,Retail,13,40174354,510460,26721828,579,0,0.37,21211143,Good,0
APP_00384,Tech,27,9470512,130486,2986866,529,3,0.78,4322477,Average,1
APP_00385,Trading,17,2072138,23134,980891,697,3,0.6,1461634,Good,0
APP_00386,Services,28,47953056,435169,38123525,844,0,0.85,26142561,Good,0
APP_00387,Tech,27,24613518,238503,13712872,658,1,0.1,7680530,Poor,1
APP_00388,Services,3,21579044,200468,16506236,350,0,0.11,11759822,Average,1
APP_00389,Trading,23,41675390,471198,27275653,545,0,0.45,33541195,Poor,1
APP_00390,Manufacturing,20,12629712,191813,3839506,543,4,0.53,3025320,Good,0
APP_00391,Tech,15,31587640,306506,8527078,741,3,0.69,9879995,Poor,0
APP_00392,Services,8,38698513,503267,29627407,660,2,0.74,17908420,Good,0
APP_00393,Retail,24,30364805,307366,7297892,801,3,0.59,9950425,Good,0
APP_00394,Trading,13,24011930,349805,12888485,710,4,0.75,19120933,Good,0
APP_00395,Trading,21,24963031,280317,5746732,662,4,0.59,4326473,Good,0
APP_00396,Trading,21,46904942,711663,22815044,619,4,0.74,15019232,Good,0
APP_00397,Trading,13,28689328,438609,11906093,663,4,0.56,15024103,Average,0
APP_00398,Retail,24,46369730,392889,28170514,733,1,0.65,29059917,Good,1
APP_00399,Trading,20,21840869,301069,12483004,703,4,0.28,9226719,Good,0
APP_00400,Services,15,24241419,342073,14276778,628,3,0.54,12894896,Average,0
APP_00401,Retail,17,37588582,393219,9905515,543,1,0.53,7707476,Good,0
APP_00402,Tech,8,2916826,25015,2171137,471,3,0.44,1450761,Average,1
APP_00403,Services,22,22811047,285599,14573791,672,0,0.33,8618562,Good,0
APP_00404,Retail,21,28773372,335264,13418240,719,4,0.63,6817258,Poor,1
APP_00405,Tech,4,11251068,179553,3945767,644,0,0.35,4233974,Good,0
APP_00406,Services,10,27897770,398204,17241297,771,3,0.29,12256600,Average,0
APP_00407,Services,22,32302560,376920,21642030,657,0,0.44,17410851,Good,0
APP_00408,Services,29,17362382,205432,8648850,616,0,0.23,5802828,Good,0
APP_00409,Trading,14,24047369,217253,10481342,754,1,0.16,7703726,Average,0
APP_00410,Retail,7,45423382,478654,16712878,815,1,0.84,15369620,Good,0
APP_00411,Manufacturing,19,10250033,158700,6546638,540,1,0.57,5876814,Poor,1
APP_00412,Trading,27,18186426,259071,6599766,568,3,0.44,8793287,Average,0
APP_00413,Manufacturing,24,40822851,618229,30953479,638,4,0.6,24370500,Good,0
APP_00414,Trading,7,19478796,303647,12767418,560,4,0.37,11421378,Good,0
APP_00415,Retail,10,23964980,360559,15723340,632,3,0.43,9835980,Good,0
APP_00416,Tech,13,40904754,578517,12928405,633,4,0.38,10825095,Good,0
APP_00417,Services,19,32626501,337285,19687819,701,3,0.18,10735662,Average,0
APP_00418,Retail,22,16345187,173074,4065665,747,1,0.46,4084444,Good,0
APP_00419,Services,25,30918772,480813,11553223,878,3,0.46,12925423,Average,0
APP_00420,Retail,11,46770592,440101,12147628,588,1,0.52,9154259,Good,0
APP_00421,Tech,1,49754958,501827,32799364,708,3,0.15,25840365,Good,0
APP_00422,Retail,3,48390626,676050,26931565,610,1,0.71,13611345,Good,0
APP_00423,Tech,25,12359039,126296,7605908,711,0,0.62,5712646,Average,1
APP_00424,Manufacturing,20,17962554,259581,7271083,518,1,0.58,6626680,Good,0
APP_00425,Manufacturing,10,15419519,232161,10873989,802,2,0.54,7336106,Good,0
APP_00426,Manufacturing,14,31677921,277291,23258898,640,3,0.23,12203575,Good,0
APP_00427,Retail,18,11175927,124887,8385977,543,3,0.89,10288242,Average,1
APP_00428,Tech,24,47492088,517618,33364070,622,3,0.86,26551930,Good,0
APP_00429,Services,5,24485603,270529,6774304,593,3,0.36,7892443,Good,0
APP_00430,Tech,17,15074248,183487,7527818,642,4,0.18,6790296,Average,0
APP_00431,Services,1,39206462,432161,20881910,783,1,0.59,18558303,Good,0
APP_00432,Manufacturing,20,12933238,116511,9025249,672,2,0.53,12397249,Poor,1
APP_00433,Services,1,32829598,363024,12588390,817,4,0.66,10884811,Average,1
APP_00434,Services,12,25935339,339891,9182305,555,3,0.44,13724645,Good,0
APP_00435,Retail,13,43727323,644066,16813937,794,2,0.26,10517954,Poor,0
APP_00436,Trading,23,32449098,345541,21510741,646,2,0.77,31738518,Good,0
APP_00437,Services,26,33002170,531484,16960733,582,3,0.35,18888115,Average,0
APP_00438,Tech,22,13428942,152734,7850281,497,4,0.9,9423726,Average,1
APP_00439,Services,21,23302477,336407,17580894,712,1,0.43,25223834,Good,0
APP_00440,Trading,28,7398410,121415,3156927,668,4,0.37,3175652,Good,0
APP_00441,Tech,17,20965389,236686,9233629,470,4,0.45,10602361,Good,0
APP_00442,Manufacturing,10,35462709,335523,11297835,514,1,0.48,12448030,Good,0
APP_00443,Services,20,2589632,24317,1126607,700,2,0.66,805429,Good,0
APP_00444,Manufacturing,29,31006503,347655,21140454,577,1,0.52,24911739,Good,0
APP_00445,Trading,28,16688828,159026,4854234,847,0,0.52,3976217,Good,0
APP_00446,Tech,22,35241450,526098,26412513,511,3,0.73,20524351,Poor,1
APP_00447,Trading,26,9907062,109447,4324250,776,2,0.51,4672980,Poor,0
APP_00448,Trading,1,37075177,559116,28559738,693,2,0.37,39237508,Good,0
APP_00449,Manufacturing,11,31336413,352937,17743507,627,1,0.41,12710255,Good,0
APP_00450,Trading,11,42914801,452204,21548731,623,1,0.76,24381501,Average,0
APP_00451,Retail,23,21205423,329796,6335693,626,0,0.56,4338925,Good,0
APP_00452,Retail,10,9579860,121616,3219442,645,1,0.16,3032178,Good,0
APP_00453,Trading,28,42533180,491508,9811984,678,2,0.81,7561311,Good,0
APP_00454,Tech,19,44241634,394913,24081584,400,4,0.9,16901463,Good,1
APP_00455,Manufacturing,7,18786606,278325,13026697,655,3,0.14,18836224,Average,0
APP_00456,Manufacturing,18,8851184,132508,5789159,742,0,0.23,3236752,Average,0
APP_00457,Services,25,8795953,141325,2240191,747,0,0.14,1861926,Average,0
APP_00458,Tech,28,31623936,269388,25081702,529,2,0.87,26332380,Poor,1
APP_00459,Retail,13,14311224,125339,8164803,690,4,0.48,11613895,Good,0
APP_00460,Manufacturing,23,5550058,85274,2192015,515,1,0.8,2916745,Good,1
APP_00461,Manufacturing,19,23297226,384058,7188012,590,3,0.44,7751262,Average,0
APP_00462,Tech,29,40660381,359037,25015499,757,1,0.62,24005988,Average,1
APP_00463,Tech,22,44383023,603905,29352802,700,1,0.83,43780666,Good,0
APP_00464,Services,23,47294079,535136,26308200,813,0,0.62,18384540,Good,0
APP_00465,Services,15,41620423,435120,20136647,654,2,0.66,21493674,Average,0
APP_00466,Retail,13,13553104,127984,4835744,639,4,0.15,5773962,Good,0
APP_00467,Trading,9,8081002,86576,5178023,656,2,0.24,5031223,Good,0
APP_00468,Manufacturing,20,5291164,49621,1863376,613,0,0.26,973734,Average,0
APP_00469,Trading,25,15866031,211143,10885630,805,2,0.3,9006998,Good,0
APP_00470,Trading,2,35971228,477832,19920581,606,0,0.17,11709083,Good,0
APP_00471,Manufacturing,20,4162097,44509,1832103,783,0,0.33,1403386,Good,0
APP_00472,Tech,5,23665174,327874,16201904,768,1,0.75,8407903,Average,0
APP_00473,Manufacturing,8,10575631,116309,2477556,610,4,0.29,3116865,Average,0
APP_00474,Tech,23,47728518,786152,28033896,513,4,0.34,35936396,Average,1
APP_00475,Trading,20,13085707,114986,4049696,642,3,0.27,4067741,Good,0
APP_00476,Services,22,3791987,55148,1286753,698,2,0.11,1316872,Poor,0
APP_00477,Tech,15,5992952,66108,3950052,690,3,0.4,3315044,Good,0
APP_00478,Services,8,18886641,207271,12942935,558,1,0.54,18459281,Average,0
APP_00479,Trading,4,26570936,423323,6868709,607,0,0.64,5022949,Good,0
APP_00480,Trading,28,24212642,237511,4917194,738,2,0.86,4075481,Average,0
APP_00481,Services,8,35932211,386103,24072039,573,3,0.6,27402419,Good,0
APP_00482,Services,1,29386746,298205,7431652,667,0,0.76,8744413,Average,0
APP_00483,Tech,5,48232712,525685,23456534,573,4,0.84,15058960,Good,0
APP_00484,Trading,18,40984341,644267,9357463,410,2,0.64,10586808,Good,0
APP_00485,Retail,9,31801473,470530,13861405,692,3,0.52,9309269,Good,0
APP_00486,Retail,23,24211646,226356,10883541,653,2,0.3,6240231,Average,0
APP_00487,Retail,20,1862516,21895,1286205,565,1,0.14,1840333,Average,0
APP_00488,Manufacturing,7,8675576,103764,6527632,690,2,0.14,4597033,Good,0
APP_00489,Trading,9,30343306,484228,21432315,578,2,0.15,26233779,Poor,0
APP_00490,Manufacturing,24,47005091,592418,19239143,702,2,0.7,23298620,Good,0
APP_00491,Tech,28,43257701,399423,14689535,565,0,0.41,19131676,Good,0
APP_00492,Services,7,11547100,145194,8277739,743,2,0.13,8567183,Good,0
APP_00493,Trading,10,20125255,214576,13473859,625,1,0.18,16254486,Good,0
APP_00494,Tech,10,2129618,19909,449274,741,3,0.76,224905,Good,0
APP_00495,Manufacturing,24,27707039,246635,8652203,472,2,0.39,8121368,Poor,1
APP_00496,Retail,19,9222856,118132,6492878,697,1,0.34,5181746,Good,0
APP_00497,Services,24,10627222,99528,2575203,668,4,0.24,2514753,Average,0
APP_00498,Retail,22,39844665,501969,26363842,780,1,0.5,13561065,Average,0
APP_00499,Tech,21,13102694,164188,9526307,863,1,0.23,7719247,Good,0
APP_00500,Manufacturing,20,31048096,299037,16400449,523,2,0.4,14982081,Good,1
APP_00501,Retail,7,47394926,771602,19498093,705,4,0.5,25915902,Good,0
APP_00502,Retail,26,10571586,143392,3332265,636,1,0.46,3435930,Average,0
APP_00503,Trading,11,28575910,433478,15348643,703,1,0.22,16829281,Average,0
APP_00504,Tech,17,18206080,181558,6235400,671,1,0.55,8935057,Good,0
APP_00505,Services,28,4634608,46081,2237519,420,1,0.81,1886071,Average,1
APP_00506,Trading,1,43039722,378656,24355647,598,2,0.17,17101302,Good,0
APP_00507,Manufacturing,17,20154884,310540,8835153,722,3,0.84,5846172,Poor,1
APP_00508,Services,21,27435185,430841,14606381,591,4,0.8,17949340,Good,0
APP_00509,Trading,17,42692304,396649,8636750,900,2,0.14,7030692,Good,0
APP_00510,Services,26,13425465,159289,5441066,656,3,0.6,7233272,Good,0
APP_00511,Trading,19,28226096,305602,12942087,762,0,0.78,11172325,Average,0
APP_00512,Tech,16,42668727,656045,18647599,556,0,0.12,10489403,Good,0
APP_00513,Tech,6,42350767,522429,25284352,615,0,0.7,24844435,Good,0
APP_00514,Trading,11,16721697,198863,8111029,625,3,0.87,8400061,Average,0
APP_00515,Trading,12,47618996,478562,9550753,725,3,0.69,12960031,Poor,0
APP_00516,Tech,8,18202209,281459,8208735,531,2,0.37,9427441,Good,0
APP_00517,Trading,12,14438810,194218,5710473,674,2,0.37,7821347,Good,0
APP_00518,Services,5,43203370,458719,30095688,515,4,0.67,31159503,Average,1
APP_00519,Manufacturing,26,44511924,648396,31243744,691,4,0.45,45400912,Average,0
APP_00520,Tech,23,38743565,494698,26848707,669,0,0.2,21553474,Good,0
APP_00521,Tech,10,43472556,618551,27260195,668,2,0.84,34408146,Good,0
APP_00522,Services,11,39755480,530891,19634099,738,1,0.37,20013286,Good,0
APP_00523,Trading,12,29215260,403732,13515858,694,1,0.16,18833060,Good,0
APP_00524,Manufacturing,26,12342981,188890,8856012,479,3,0.78,4790517,Good,0
APP_00525,Trading,6,3261623,36003,1968890,547,0,0.29,1936399,Good,1
APP_00526,Tech,12,23885903,221788,8436787,597,0,0.71,4741023,Good,0
APP_00527,Trading,25,25706963,305260,11047050,687,0,0.78,8422363,Good,0
APP_00528,Tech,3,6615762,86975,3589343,825,4,0.81,2625093,Good,0
APP_00529,Services,2,6188505,80689,3155992,664,1,0.6,3016022,Good,0
APP_00530,Services,22,24292448,221798,10967595,467,0,0.49,15495026,Average,0
APP_00531,Retail,19,7239202,111727,3876816,555,2,0.69,4004080,Average,0
APP_00532,Retail,7,46420537,716018,18917079,653,3,0.74,12496503,Good,0
APP_00533,Trading,20,25949640,244637,10011761,726,3,0.71,9753036,Good,0
APP_00534,Retail,5,48328630,534099,23252556,762,4,0.45,31327457,Good,0
APP_00535,Retail,4,45527943,593918,9679490,644,4,0.34,5201728,Good,0
APP_00536,Tech,22,6688343,62466,5258237,599,1,0.7,7578877,Average,1
APP_00537,Services,10,29573829,314361,11808933,751,2,0.26,15327971,Average,0
APP_00538,Retail,19,34353621,367230,13146933,727,3,0.83,7191273,Good,0
APP_00539,Tech,2,21825219,296254,12750913,695,0,0.36,16017597,Good,0
APP_00540,Retail,18,34837998,375000,26288256,716,3,0.34,25612875,Good,0
APP_00541,Manufacturing,16,4022810,35447,2212482,818,3,0.66,2014977,Good,0
APP_00542,Manufacturing,24,26521607,367178,5915393,750,2,0.51,8026214,Good,0
APP_00543,Manufacturing,15,21937326,263899,16745335,627,2,0.66,9766265,Average,0
APP_00544,Tech,17,8127339,104958,3659729,463,3,0.26,4854500,Good,0
APP_00545,Tech,16,48053428,516925,23144650,606,1,0.24,23449925,Average,0
APP_00546,Retail,12,38001958,319705,9317352,729,2,0.85,7854776,Poor,1
APP_00547,Manufacturing,13,24580614,387378,11705613,552,4,0.71,6780044,Good,0
APP_00548,Manufacturing,20,28317637,343837,10595130,748,1,0.11,13369887,Average,0
APP_00549,Services,17,10432579,128406,4522785,759,3,0.46,3521866,Poor,0
APP_00550,Trading,15,6084581,98983,4223839,493,0,0.9,2344088,Good,1
APP_00551,Services,25,9360286,105908,2230935,641,2,0.31,1890030,Average,0
APP_00552,Trading,19,47184370,660465,25579070,759,1,0.87,26539311,Good,0
APP_00553,Trading,4,43523172,723725,16212674,848,3,0.18,9009493,Good,0
APP_00554,Tech,4,41282551,364335,14985504,878,4,0.51,22332674,Average,0
APP_00555,Services,3,41370096,653553,8992476,667,2,0.37,11779952,Good,0
APP_00556,Retail,1,7464745,78432,1533648,440,3,0.51,2062446,Good,0
APP_00557,Services,7,29304060,303821,13774839,671,3,0.17,13194922,Good,0
APP_00558,Manufacturing,14,25613778,417960,8928424,707,3,0.65,11941317,Good,0
APP_00559,Services,14,1656245,17484,450032,614,0,0.38,367061,Good,0
APP_00560,Tech,18,29690953,323994,23305692,625,1,0.72,23829995,Average,1
APP_00561,Tech,7,40903261,341783,29040002,642,1,0.15,31831984,Average,0
APP_00562,Trading,12,10351205,159047,4929217,410,2,0.85,5802402,Good,1
APP_00563,Tech,29,17990607,182918,6339725,550,2,0.43,7633228,Good,0
APP_00564,Retail,24,29929221,492948,23129296,743,2,0.46,18579368,Average,0
APP_00565,Tech,25,5284973,44596,3100646,594,0,0.66,1580794,Good,0
APP_00566,Services,26,29207349,317409,20064753,583,2,0.75,29774214,Poor,1
APP_00567,Retail,9,46307416,641480,26201159,692,4,0.1,19931451,Good,0
APP_00568,Retail,24,526505,7159,269175,805,2,0.46,214383,Poor,0
APP_00569,Tech,25,25603073,268428,12248286,690,2,0.6,9820676,Average,0
APP_00570,Tech,17,27127932,338997,17873665,721,0,0.47,18386770,Good,0
APP_00571,Retail,5,49484542,534654,17768313,621,2,0.49,18198239,Average,0
APP_00572,Retail,23,37542356,353237,24229057,630,4,0.16,14837802,Good,0
APP_00573,Trading,15,43656020,412379,18860180,696,2,0.69,14618504,Average,0
APP_00574,Tech,3,34198807,364539,25936489,345,0,0.9,14912444,Good,1
APP_00575,Trading,27,40612074,568891,29549128,900,3,0.89,41718007,Good,0
APP_00576,Services,2,7967133,112967,3789217,757,4,0.79,3651373,Average,0
APP_00577,Trading,18,32005059,406815,7669474,643,1,0.63,10099855,Average,0
APP_00578,Tech,26,14108519,157903,8467391,673,0,0.11,5416525,Average,0
APP_00579,Services,21,43352161,603593,30032454,603,0,0.8,22319518,Good,0
APP_00580,Retail,8,21418642,291123,4604803,498,3,0.51,5091778,Average,1
APP_00581,Manufacturing,15,29046713,424352,18487403,625,4,0.15,20110568,Average,0
APP_00582,Tech,16,44610501,447165,35643400,678,0,0.38,39077516,Good,0
APP_00583,Retail,19,45181008,612070,24779686,734,1,0.38,15514812,Good,0
APP_00584,Manufacturing,21,45051066,736859,25994837,766,3,0.37,21538558,Average,0
APP_00585,Retail,2,36111449,512565,25302387,603,0,0.12,23581555,Good,0
APP_00586,Manufacturing,15,33472546,477603,10227006,725,3,0.14,10059023,Good,0
APP_00587,Services,24,3160891,32195,1026858,568,0,0.38,1368487,Good,0
APP_00588,Retail,3,39885484,659469,14970991,734,0,0.38,15938028,Good,0
APP_00589,Tech,7,16591184,262115,4348301,719,3,0.54,5148280,Good,0
APP_00590,Manufacturing,28,3946839,35226,2727205,676,3,0.22,1649032,Good,0
APP_00591,Retail,19,23351093,282619,14949035,666,3,0.84,19754720,Good,1
APP_00592,Trading,22,46213473,645881,28171857,771,4,0.13,26920090,Average,0
APP_00593,Services,9,12991230,215613,3873591,759,2,0.65,2813301,Good,0
APP_00594,Tech,2,21384776,317332,15955559,769,3,0.6,14840947,Good,0
APP_00595,Retail,17,20235033,326488,15468681,663,0,0.6,15067674,Average,0
APP_00596,Manufacturing,29,35627164,345156,14596936,638,1,0.12,12777009,Average,0
APP_00597,Manufacturing,12,32804358,337620,19399469,812,4,0.56,27403787,Good,0
APP_00598,Manufacturing,6,32523414,450682,25344494,489,4,0.17,32188045,Average,1
APP_00599,Retail,9,32621887,471481,16736334,715,1,0.4,9847608,Good,0
APP_00600,Services,14,43067192,613335,32027372,583,2,0.76,25028664,Good,1
APP_00601,Tech,12,23073102,370854,11491467,631,3,0.59,17050292,Good,0
APP_00602,Retail,7,12576798,142698,6550998,769,4,0.13,7434922,Average,0
APP_00603,Services,28,7650265,120556,5264646,552,1,0.43,3392074,Good,0
APP_00604,Tech,22,49975252,514942,16337112,733,4,0.36,16435864,Good,0
APP_00605,Services,20,19460664,269909,7901548,665,2,0.46,8043897,Good,0
APP_00606,Tech,9,21512256,258629,13753463,701,1,0.24,11714101,Good,0
APP_00607,Retail,17,40777273,542892,26234395,654,0,0.49,18475742,Average,0
APP_00608,Manufacturing,26,17696719,219127,9547575,602,0,0.8,13409118,Good,0
APP_00609,Services,9,34825575,469781,8671841,579,1,0.53,9812572,Good,0
APP_00610,Trading,25,24466420,294998,16313988,570,2,0.14,15796844,Average,0
APP_00611,Services,26,1487938,18813,372769,715,2,0.44,300616,Poor,0
APP_00612,Services,25,47208163,699003,28516177,486,4,0.81,16500221,Good,1
APP_00613,Services,22,16224345,163876,5571417,584,1,0.84,4825477,Good,0
APP_00614,Trading,24,30959094,515463,22132140,489,1,0.88,25454466,Average,1
APP_00615,Retail,3,35225365,384225,14838159,716,4,0.78,9486069,Good,0
APP_00616,Manufacturing,27,40408007,451717,13309017,707,3,0.27,13868355,Poor,0
